PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, MCD1
Station name, Mac_Dill_1      
Begin Date, 2001-05-01
End Date, 2007-02-28
Release Date, 2015-06-04
Source file, MCD1.pbo.nam08.pos
Offset from source file, -2.84 mm North, 4.97 mm East, -3.07 mm Vertical
Reference position, 27.8498217138 North Latitude, -82.5323203364 East Longitude, -15.86985 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-12-09,-4.71, 5.93, -11.30, 1.81, 1.88, 8.05, repro,
2005-12-10,-3.63, 7.62, -5.00, 1.64, 1.73, 7.28, repro,
2005-12-11,-3.37, 7.11, -6.09, 1.78, 1.96, 7.9, repro,
2005-12-12,-1.92, 6.74, -6.87, 1.62, 1.72, 7.16, repro,
2005-12-13,-2.42, 6.03, -5.93, 1.57, 1.65, 6.9, repro,
2005-12-14,-1.66, 6.47, -6.41, 1.59, 1.65, 7.04, repro,
2005-12-15,-2.79, 5.64, 1.45, 1.82, 1.98, 8.06, repro,
2005-12-16,-2.69, 6.44, 0.67, 1.72, 1.84, 7.63, repro,
2005-12-17,-3.49, 7.13, -4.68, 1.72, 1.85, 7.68, repro,
2005-12-18,-3.85, 6.24, -8.78, 1.97, 2.08, 8.77, repro,
2005-12-19,-2.04, 7.54, -6.78, 1.78, 1.92, 7.8, repro,
2005-12-20,-1.61, 6.01, -9.36, 1.64, 1.76, 7.24, repro,
2005-12-21,-1.16, 6.89, -4.39, 1.5, 1.61, 6.71, repro,
2005-12-22,-0.39, 6.75, -5.50, 1.48, 1.6, 6.52, repro,
2005-12-23,0.24, 6.50, -3.74, 1.48, 1.6, 6.52, repro,
2005-12-24,-0.54, 7.23, -8.04, 1.69, 1.81, 7.46, repro,
2005-12-25,-1.76, 5.23, -5.83, 1.95, 2.03, 8.75, repro,
2005-12-26,-2.76, 7.53, -7.00, 1.75, 1.91, 7.75, repro,
2005-12-27,-2.93, 8.41, -4.19, 1.52, 1.69, 6.75, repro,
2005-12-28,-2.55, 7.15, 0.28, 1.56, 1.71, 6.82, repro,
2005-12-29,-2.57, 6.36, -4.96, 1.86, 2.04, 8.33, repro,
2005-12-30,-0.49, 6.49, -4.30, 1.53, 1.67, 6.76, repro,
2005-12-31,-0.46, 6.60, 0.53, 1.59, 1.72, 7.06, repro,
2006-01-01,-1.47, 7.68, -1.50, 1.73, 1.85, 7.75, repro,
2006-01-02,-1.29, 6.08, -9.00, 1.69, 1.82, 7.5, repro,
2006-01-03,-1.53, 6.63, -7.96, 1.8, 1.96, 7.92, repro,
2006-01-04,0.17, 8.34, 3.47, 1.5, 1.62, 6.54, repro,
2006-01-05,-0.52, 7.58, -2.06, 1.58, 1.71, 6.85, repro,
2006-01-06,-3.78, 10.81, -6.11, 1.75, 1.88, 7.69, repro,
2006-01-07,-2.94, 10.37, -0.86, 1.49, 1.64, 6.54, repro,
2006-01-08,-3.27, 9.13, 1.44, 1.58, 1.68, 6.96, repro,
2006-01-09,-0.94, 8.88, -3.66, 1.63, 1.7, 7.16, repro,
2006-01-10,-2.65, 10.11, -0.76, 1.61, 1.69, 7.05, repro,
2006-01-11,-1.23, 7.07, -2.79, 1.63, 1.76, 7.2, repro,
2006-01-12,-3.58, 7.43, 4.30, 1.71, 1.86, 7.47, repro,
2006-01-13,-2.29, 7.92, 2.23, 1.68, 1.8, 7.41, repro,
2006-01-14,-7.54, 9.86, -0.32, 1.82, 1.9, 8.06, repro,
2006-01-15,-3.62, 9.98, 1.54, 1.49, 1.59, 6.52, repro,
2006-01-16,-1.80, 9.11, -1.19, 1.55, 1.63, 6.74, repro,
2006-01-17,-0.97, 7.26, -12.80, 1.66, 1.71, 7.39, repro,
2006-01-18,-4.00, 10.55, -0.17, 2.02, 2.1, 8.92, repro,
2006-01-19,-2.58, 9.67, -2.24, 1.49, 1.65, 6.53, repro,
2006-01-20,-2.08, 9.23, -9.65, 1.58, 1.68, 6.96, repro,
2006-01-21,-1.96, 8.56, -9.40, 1.62, 1.69, 7.06, repro,
2006-01-22,-2.22, 8.62, -7.04, 1.6, 1.67, 6.96, repro,
2006-01-23,-1.39, 8.76, -4.34, 1.64, 1.74, 7.18, repro,
2006-01-24,-2.05, 7.77, -10.93, 1.78, 1.86, 7.81, repro,
2006-01-25,-1.27, 6.81, 7.45, 2.48, 2.62, 9.37, repro,
2006-01-26,-1.66, 7.60, -8.29, 1.52, 1.62, 6.59, repro,
2006-01-27,-2.41, 6.48, -6.59, 1.53, 1.65, 6.54, repro,
2006-01-28,-1.69, 7.32, -2.63, 1.57, 1.64, 6.72, repro,
2006-01-29,-2.80, 6.06, -3.38, 1.61, 1.68, 7.03, repro,
2006-01-30,-1.76, 6.68, -1.65, 1.84, 1.94, 7.98, repro,
2006-01-31,-4.80, 7.49, 6.57, 1.82, 1.92, 7.95, repro,
2006-02-01,-4.33, 8.99, 4.20, 1.26, 1.32, 5.23, repro,
2006-02-02,-4.19, 6.42, -1.35, 1.65, 1.75, 7.15, repro,
2006-02-03,-4.09, 4.46, 1.12, 2.23, 2.35, 10.05, repro,
2006-02-04,-2.58, 7.43, -8.25, 2, 2.09, 8.8, repro,
2006-02-05,-5.01, 9.06, 0.81, 1.66, 1.77, 7.19, repro,
2006-02-06,-3.42, 7.76, -4.54, 1.66, 1.83, 7.18, repro,
2006-02-07,-2.75, 7.18, -10.27, 1.72, 1.84, 7.48, repro,
2006-02-08,-2.89, 9.42, -5.69, 1.55, 1.68, 6.57, repro,
2006-02-09,-2.85, 10.20, -0.50, 1.66, 1.77, 7.18, repro,
2006-02-10,-2.86, 9.25, -2.13, 1.55, 1.69, 6.58, repro,
2006-02-11,-3.83, 8.01, -5.33, 1.68, 1.81, 7.3, repro,
2006-02-12,-6.74, 10.75, -0.46, 1.79, 1.94, 7.93, repro,
2006-02-13,-4.86, 10.22, -3.92, 1.55, 1.66, 6.56, repro,
2006-02-14,-3.67, 9.15, -1.68, 1.53, 1.66, 6.48, repro,
2006-02-15,-2.63, 7.90, -5.96, 1.56, 1.68, 6.57, repro,
2006-02-16,-3.93, 8.18, -3.54, 1.31, 1.38, 5.39, repro,
2006-02-17,-3.36, 7.83, -9.79, 1.64, 1.78, 7.04, repro,
2006-02-18,-1.38, 8.67, -9.48, 1.62, 1.78, 7.02, repro,
2006-02-19,-3.42, 8.33, -13.07, 1.6, 1.73, 6.85, repro,
2006-02-20,-2.58, 9.08, -4.14, 1.54, 1.71, 6.66, repro,
2006-02-21,-3.42, 8.50, -8.66, 1.59, 1.74, 6.78, repro,
2006-02-22,-3.77, 7.46, -2.80, 1.66, 1.78, 7.05, repro,
2006-02-23,-2.30, 8.75, -1.57, 1.58, 1.7, 6.7, repro,
2006-02-24,-3.39, 7.07, -7.55, 1.75, 1.88, 7.63, repro,
2006-02-25,-2.62, 8.88, -11.14, 1.6, 1.73, 6.88, repro,
2006-02-26,-4.87, 9.20, -12.61, 1.95, 2.06, 8.49, repro,
2006-02-27,-2.76, 9.24, -5.01, 1.55, 1.67, 6.66, repro,
2006-02-28,-2.87, 8.40, -4.34, 1.55, 1.69, 6.72, repro,
2006-03-01,-3.73, 8.82, -3.68, 1.59, 1.73, 6.91, repro,
2006-03-02,-3.33, 8.14, -3.24, 1.58, 1.73, 6.88, repro,
2006-03-03,-3.69, 6.82, -7.06, 1.68, 1.85, 7.38, repro,
2006-03-04,-3.19, 7.48, -9.27, 1.65, 1.74, 7.15, repro,
2006-03-05,-3.16, 7.59, -9.41, 1.56, 1.67, 6.89, repro,
2006-03-06,-2.77, 8.99, -9.20, 1.65, 1.77, 7.18, repro,
2006-03-07,-3.59, 8.98, -8.41, 1.61, 1.72, 6.95, repro,
2006-03-08,-2.02, 8.21, -5.23, 1.48, 1.59, 6.42, repro,
2006-03-09,-0.84, 6.84, -2.25, 1.46, 1.56, 6.3, repro,
2006-03-10,0.05, 6.76, 1.99, 1.61, 1.7, 7.08, repro,
2006-03-11,-2.91, 7.29, -7.65, 1.7, 1.82, 7.73, repro,
2006-03-12,-1.49, 6.93, -7.48, 1.26, 1.33, 5.52, repro,
2006-03-13,-1.52, 7.51, -4.67, 1.57, 1.74, 6.96, repro,
2006-03-14,-1.60, 6.61, -10.55, 1.74, 1.86, 7.76, repro,
2006-03-15,-3.12, 8.05, -7.73, 1.58, 1.65, 7, repro,
2006-03-16,-2.62, 6.79, -12.39, 1.53, 1.67, 6.86, repro,
2006-03-17,-4.05, 8.22, -8.03, 1.7, 1.82, 7.64, repro,
2006-03-18,-3.08, 7.73, -6.23, 1.67, 1.77, 7.48, repro,
2006-03-19,-3.30, 8.23, -12.07, 1.64, 1.71, 7.21, repro,
2006-03-20,-2.02, 6.79, -7.65, 1.6, 1.7, 7.18, repro,
2006-03-21,-2.63, 5.81, -8.61, 1.66, 1.75, 7.4, repro,
2006-03-22,-3.15, 7.67, -5.75, 1.74, 1.9, 7.9, repro,
2006-03-23,-5.52, 6.85, -12.34, 1.86, 1.92, 8.27, repro,
2006-03-24,-5.40, 9.35, -11.76, 1.7, 1.8, 7.51, repro,
2006-03-25,-6.97, 10.44, -5.25, 1.5, 1.56, 6.48, repro,
2006-03-26,-6.04, 9.44, -9.69, 1.52, 1.61, 6.59, repro,
2006-03-27,-5.55, 9.34, -9.11, 1.43, 1.52, 6.16, repro,
2006-03-28,-4.11, 8.29, -11.01, 1.56, 1.63, 6.72, repro,
2006-03-29,-3.40, 7.46, -6.81, 1.53, 1.6, 6.54, repro,
2006-03-30,-3.88, 8.42, -5.59, 1.55, 1.62, 6.58, repro,
2006-03-31,-5.19, 7.94, -4.15, 1.69, 1.77, 7.26, repro,
2006-04-01,-2.43, 8.02, -1.57, 1.6, 1.68, 6.86, repro,
2006-04-02,-3.17, 7.02, 1.40, 1.56, 1.62, 6.64, repro,
2006-04-03,-3.33, 6.70, -3.09, 1.61, 1.71, 6.98, repro,
2006-04-04,-2.68, 8.52, 3.04, 1.65, 1.73, 7.05, repro,
2006-04-05,-4.21, 7.36, 0.39, 1.56, 1.63, 6.61, repro,
2006-04-06,-4.16, 7.97, 3.42, 1.57, 1.64, 6.6, repro,
2006-04-07,-4.08, 7.00, 3.18, 1.64, 1.71, 7.08, repro,
2006-04-08,-3.75, 8.23, -0.26, 1.63, 1.7, 6.91, repro,
2006-04-09,-3.50, 6.11, -5.46, 2.06, 2.14, 9.2, repro,
2006-04-10,-3.07, 7.91, -1.22, 1.59, 1.66, 6.75, repro,
2006-04-11,-3.18, 7.14, 2.05, 1.63, 1.71, 6.79, repro,
2006-04-12,-3.03, 6.23, -6.68, 1.63, 1.82, 7.05, repro,
2006-04-13,-3.65, 7.41, -2.14, 1.62, 1.71, 7, repro,
2006-04-14,-3.26, 6.72, -4.21, 1.6, 1.67, 6.8, repro,
2006-04-15,-3.36, 7.10, 8.81, 1.63, 1.71, 7.02, repro,
2006-04-16,-1.87, 7.36, 10.42, 1.56, 1.64, 6.78, repro,
2006-04-17,-2.66, 7.09, 2.52, 1.63, 1.78, 6.94, repro,
2006-04-18,-3.93, 8.47, 3.87, 1.61, 1.69, 7.02, repro,
2006-04-19,-4.72, 8.37, 6.51, 1.67, 1.76, 7.2, repro,
2006-04-20,-3.84, 8.81, 6.98, 1.74, 1.8, 7.55, repro,
2006-04-21,-3.59, 8.11, 2.11, 1.6, 1.67, 6.96, repro,
2006-04-22,-3.38, 7.74, 0.75, 1.74, 1.83, 7.62, repro,
2006-04-23,-4.06, 8.37, 0.63, 1.97, 2.07, 8.45, repro,
2006-04-24,-3.19, 9.12, 7.88, 1.79, 1.93, 7.97, repro,
2006-04-25,-3.67, 8.89, 7.89, 1.55, 1.65, 6.74, repro,
2006-04-26,-3.11, 7.27, 5.50, 1.81, 1.91, 8.02, repro,
2006-04-27,-4.50, 11.02, 6.16, 1.9, 1.98, 8.17, repro,
2006-04-28,-6.26, 10.33, 5.92, 1.58, 1.67, 6.77, repro,
2006-04-29,-3.76, 5.50, 4.14, 1.65, 1.67, 6.81, repro,
2006-04-30,-3.76, 7.24, 2.98, 1.53, 1.6, 6.64, repro,
2006-05-01,-2.92, 7.92, 2.18, 1.74, 1.82, 7.67, repro,
2006-05-02,-3.92, 8.78, 6.03, 1.54, 1.61, 6.56, repro,
2006-05-03,-3.27, 8.14, 4.19, 1.5, 1.58, 6.42, repro,
2006-05-04,-4.02, 9.34, 5.23, 1.64, 1.75, 6.99, repro,
2006-05-05,-4.65, 8.23, 8.03, 1.72, 1.8, 7.5, repro,
2006-05-06,-3.15, 9.66, 8.39, 1.68, 1.76, 7.46, repro,
2006-05-07,-3.25, 9.77, 8.72, 1.65, 1.73, 7.31, repro,
2006-05-08,-2.63, 8.51, 0.32, 1.62, 1.68, 7.14, repro,
2006-05-09,-2.95, 8.54, 8.60, 1.94, 2.09, 8.56, repro,
2006-05-10,-2.02, 10.40, 6.37, 1.72, 1.82, 7.45, repro,
2006-05-11,-3.01, 8.52, 6.51, 1.76, 1.87, 7.87, repro,
2006-05-12,-3.68, 7.36, 1.66, 1.93, 2.04, 8.38, repro,
2006-05-13,-3.82, 7.42, 1.49, 1.77, 1.84, 7.76, repro,
2006-05-14,-4.21, 7.24, 1.56, 1.52, 1.63, 6.55, repro,
2006-05-15,-3.63, 8.32, 3.77, 1.78, 1.84, 7.8, repro,
2006-05-16,-4.62, 7.88, 5.86, 1.93, 1.98, 8.55, repro,
2006-05-17,-4.69, 8.47, 3.18, 1.71, 1.75, 7.56, repro,
2006-05-18,-1.80, 10.23, 7.08, 1.73, 1.8, 7.76, repro,
2006-05-19,-3.08, 8.68, 2.33, 1.7, 1.87, 7.52, repro,
2006-05-20,-3.26, 8.88, 4.05, 1.65, 1.74, 7.22, repro,
2006-05-21,-2.79, 6.57, 6.19, 1.71, 1.81, 7.55, repro,
2006-05-22,-4.52, 7.20, 2.00, 1.66, 1.73, 7.28, repro,
2006-05-23,-3.31, 7.99, 3.39, 1.66, 1.75, 7.2, repro,
2006-05-24,-3.16, 7.97, 1.65, 1.6, 1.69, 6.91, repro,
2006-05-25,-3.02, 6.35, 3.96, 1.64, 1.7, 7.07, repro,
2006-05-26,-4.54, 7.64, 6.79, 1.7, 1.85, 7.35, repro,
2006-05-27,-1.90, 8.00, 2.82, 1.7, 1.8, 7.46, repro,
2006-05-28,-3.06, 8.08, 3.34, 1.77, 1.83, 7.73, repro,
2006-05-29,-5.23, 4.60, 6.96, 1.95, 2.01, 8.74, repro,
2006-05-30,-4.10, 5.76, 4.06, 1.78, 1.91, 7.9, repro,
2006-05-31,-3.92, 8.36, 4.66, 1.47, 1.51, 6.32, repro,
2006-06-01,-3.28, 11.06, 1.82, 1.72, 1.77, 7.62, repro,
2006-06-02,-4.09, 5.38, -1.54, 1.44, 1.53, 6.24, repro,
2006-06-03,-3.59, 5.99, 11.02, 1.85, 1.92, 8.29, repro,
2006-06-04,-2.49, 6.85, 2.67, 1.78, 1.85, 7.95, repro,
2006-06-05,-2.74, 7.48, 3.39, 1.91, 2.01, 8.64, repro,
2006-06-06,-3.36, 7.43, 2.90, 1.93, 2.01, 8.62, repro,
2006-06-07,-3.45, 5.58, 0.60, 1.78, 1.87, 7.92, repro,
2006-06-08,-1.98, 7.94, -3.27, 1.76, 1.86, 7.87, repro,
2006-06-09,-3.73, 8.08, 4.18, 1.68, 1.75, 7.42, repro,
2006-06-10,-3.17, 8.22, 10.33, 1.66, 1.82, 7.26, repro,
2006-06-11,-0.18, 4.78, 2.61, 1.88, 1.94, 8.41, repro,
2006-06-12,-3.21, 6.50, 0.31, 2.1, 2.15, 9.43, repro,
2006-06-13,-2.87, 6.13, -3.71, 2.24, 2.31, 10.16, repro,
2006-06-14,-2.91, 9.70, 7.35, 1.91, 2.09, 8.79, repro,
2006-06-15,-1.95, 7.38, 3.12, 1.77, 1.86, 7.88, repro,
2006-06-16,-1.21, 7.48, 1.07, 1.93, 2.08, 8.5, repro,
2006-06-17,-2.05, 7.77, 11.96, 1.99, 2.07, 8.97, repro,
2006-06-18,-2.07, 6.39, 3.53, 2.03, 2.14, 8.94, repro,
2006-06-19,-3.81, 6.23, -2.51, 2, 2.08, 8.89, repro,
2006-06-20,-5.28, 7.12, 5.12, 1.8, 1.89, 7.93, repro,
2006-06-21,-2.83, 8.14, -3.78, 2.01, 2.14, 9.01, repro,
2006-06-22,-1.68, 8.13, -2.47, 1.93, 2, 8.45, repro,
2006-06-23,-2.21, 7.76, 7.15, 1.83, 1.92, 8.17, repro,
2006-06-24,-4.12, 9.09, -3.53, 2.02, 2.12, 8.88, repro,
2006-06-25,-6.39, 6.36, -7.55, 2.12, 2.13, 9.41, repro,
2006-06-26,-5.18, 7.77, -8.30, 1.92, 2.01, 8.5, repro,
2006-06-27,-7.56, 9.28, -4.77, 1.98, 2.04, 8.79, repro,
2006-06-28,-4.04, 7.62, -1.42, 1.85, 1.89, 8.17, repro,
2006-06-29,-4.17, 6.70, -7.30, 1.58, 1.65, 6.69, repro,
2006-06-30,-4.04, 8.53, -5.84, 1.85, 1.94, 8.07, repro,
2006-07-01,-2.37, 8.10, -9.59, 2.03, 2.07, 8.93, repro,
2006-07-02,-1.13, 4.53, -6.16, 2.06, 2.18, 9.33, repro,
2006-07-03,-0.63, 9.22, -12.93, 2.05, 2.14, 9.22, repro,
2006-07-04,-1.33, 4.56, -6.61, 2.29, 2.47, 10.24, repro,
2006-07-05,-1.69, 6.83, -1.32, 1.82, 1.89, 7.99, repro,
2006-07-06,-2.93, 9.35, -13.69, 1.98, 2.01, 8.82, repro,
2006-07-07,-2.79, 7.27, -9.17, 2.07, 2.1, 9.17, repro,
2006-07-08,-1.39, 6.85, -5.99, 1.82, 1.91, 7.95, repro,
2006-07-09,-2.69, 7.49, -8.03, 1.75, 1.8, 7.7, repro,
2006-07-10,-1.18, 4.79, 6.07, 2.37, 2.58, 10.25, repro,
2006-07-11,-1.30, 4.31, -2.03, 1.76, 1.84, 7.76, repro,
2006-07-12,-0.06, 5.27, -12.54, 1.97, 2, 8.64, repro,
2006-07-13,-0.96, 5.70, -0.93, 1.84, 1.89, 8.27, repro,
2006-07-14,-1.52, 5.99, -1.96, 2.2, 2.3, 9.92, repro,
2006-07-15,-2.36, 6.28, -19.03, 1.91, 1.96, 8.53, repro,
2006-07-16,-2.65, 5.51, -6.09, 2.04, 2.08, 9.19, repro,
2006-07-17,-1.44, 4.34, -15.56, 2.12, 2.16, 9.51, repro,
2006-07-18,-2.58, 6.62, -0.09, 1.76, 1.82, 7.66, repro,
2006-07-19,-1.49, 6.05, -3.99, 1.94, 1.99, 8.58, repro,
2006-07-20,-2.33, 3.98, -12.33, 2.07, 2.11, 9.15, repro,
2006-07-21,-3.56, 7.83, 4.76, 1.76, 1.81, 7.81, repro,
2006-07-22,-3.16, 6.59, 0.84, 2.03, 2.15, 9.14, repro,
2006-07-23,-2.57, 2.99, -5.92, 2.16, 2.24, 9.85, repro,
2006-07-24,-2.35, 6.48, -10.45, 2.03, 2.1, 8.97, repro,
2006-07-25,-3.12, 9.49, 8.35, 1.92, 1.98, 8.48, repro,
2006-07-26,-1.34, 6.73, -9.75, 1.91, 2.01, 8.51, repro,
2006-07-27,-3.49, 5.23, -5.36, 2.11, 2.24, 9.49, repro,
2006-07-28,-2.06, 5.33, -15.66, 1.98, 2.06, 8.83, repro,
2006-07-29,-1.83, 3.60, -4.06, 2.07, 2.18, 9.3, repro,
2006-07-30,-1.96, 5.94, -1.62, 1.85, 1.86, 8.18, repro,
2006-07-31,-3.01, 6.46, -0.16, 1.99, 2.08, 8.74, repro,
2006-08-01,-3.95, 6.52, -0.06, 1.92, 1.97, 8.5, repro,
2006-08-02,-2.05, 4.22, -4.47, 1.83, 1.88, 8.11, repro,
2006-08-03,-6.19, 7.34, 2.26, 1.97, 2.01, 8.77, repro,
2006-08-04,-2.47, 5.68, -5.44, 1.76, 1.84, 7.79, repro,
2006-08-05,-2.72, 3.81, -10.46, 1.87, 1.95, 8.21, repro,
2006-08-06,-1.66, 3.35, 2.04, 1.95, 2.05, 8.55, repro,
2006-08-07,-4.90, 5.14, -1.76, 2.02, 2.16, 9.04, repro,
2006-08-08,-1.68, 6.34, -5.21, 1.79, 1.88, 7.84, repro,
2006-08-09,-2.17, 2.71, -6.30, 1.97, 2, 8.63, repro,
2006-08-10,-3.62, 5.12, 0.14, 1.9, 1.97, 8.45, repro,
2006-08-11,-2.65, 4.91, 9.25, 2.16, 2.22, 9.54, repro,
2006-08-12,-4.81, 6.38, 1.15, 2.09, 2.22, 9.17, repro,
2006-08-13,-1.77, 9.44, -11.12, 1.91, 1.93, 8.45, repro,
2006-08-14,-3.36, 3.97, -6.00, 2.15, 2.15, 9.32, repro,
2006-08-15,-2.94, 5.04, -5.42, 2.21, 2.21, 9.53, repro,
2006-08-16,-1.92, 8.63, -3.59, 2.05, 2.14, 9.16, repro,
2006-08-17,-2.19, 6.15, 4.19, 1.91, 1.95, 8.53, repro,
2006-08-18,-3.92, 5.94, 2.70, 1.96, 1.99, 8.7, repro,
2006-08-19,-3.73, 6.39, 1.67, 1.55, 1.58, 6.71, repro,
2006-08-20,-2.51, 5.35, -3.30, 1.87, 1.9, 8.25, repro,
2006-08-21,-3.14, 6.39, -11.55, 1.85, 1.88, 8.07, repro,
2006-08-22,-1.63, 7.85, -6.99, 1.83, 1.85, 8.01, repro,
2006-08-23,-0.88, 4.94, -9.15, 1.84, 1.87, 7.95, repro,
2006-08-24,-2.71, 7.10, -7.19, 2.07, 2.19, 9.2, repro,
2006-08-25,-2.91, 7.66, 0.99, 1.92, 1.93, 8.39, repro,
2006-08-26,0.71, 7.18, -2.24, 1.94, 1.94, 8.46, repro,
2006-08-27,0.29, 5.62, -3.24, 2.18, 2.23, 9.62, repro,
2006-08-28,-1.77, 6.62, -7.82, 1.72, 1.72, 7.28, repro,
2006-08-29,-2.42, 6.22, -6.94, 2.02, 2.02, 8.78, repro,
2006-08-30,-2.95, 10.07, -12.22, 1.91, 1.91, 8.13, repro,
2006-08-31,-5.33, 8.21, 1.04, 2.06, 2.11, 8.94, repro,
2006-09-01,-5.06, 7.28, -3.81, 2.17, 2.2, 9.71, repro,
2006-09-02,-5.66, 9.34, -7.95, 1.91, 1.98, 8.53, repro,
2006-09-03,-4.41, 11.05, -2.80, 1.96, 1.97, 8.61, repro,
2006-09-04,-4.09, 6.22, -6.77, 1.79, 1.84, 7.88, repro,
2006-09-05,-2.01, 7.71, -4.50, 1.74, 1.75, 7.35, repro,
2006-09-06,-1.37, 5.40, -1.12, 2.07, 2.13, 9.25, repro,
2006-09-07,-1.78, 8.70, -9.02, 2.18, 2.19, 9.63, repro,
2006-09-08,-1.23, 6.07, -2.58, 2.02, 2.01, 8.45, repro,
2006-09-09,-0.98, 4.19, -9.86, 2.01, 1.99, 8.73, repro,
2006-09-10,-2.76, 6.70, -8.69, 1.77, 1.8, 7.83, repro,
2006-09-11,-2.82, 6.13, -12.37, 1.73, 1.83, 7.5, repro,
2006-09-12,-2.95, 5.21, -6.62, 1.83, 1.92, 7.91, repro,
2006-09-13,-3.23, 5.59, -9.95, 2.01, 2.1, 8.72, repro,
2006-09-14,-2.95, 7.26, -4.35, 2.07, 2.12, 9, repro,
2006-09-15,0.25, 6.85, -10.11, 1.84, 1.96, 8.18, repro,
2006-09-16,-1.34, 6.24, -3.24, 1.99, 2.03, 8.58, repro,
2006-09-17,-2.39, 8.05, 3.53, 1.92, 1.98, 8.5, repro,
2006-09-18,0.96, 2.89, -2.77, 1.89, 1.96, 8.41, repro,
2006-09-19,-1.97, 9.55, 1.30, 2.25, 2.24, 10.17, repro,
2006-09-20,-3.11, 9.22, 2.87, 2.31, 2.41, 10.35, repro,
2006-09-21,-2.29, 7.08, -1.25, 1.88, 1.94, 8.38, repro,
2006-09-22,-3.77, 4.48, -6.87, 2.04, 2.12, 9.07, repro,
2006-09-23,-2.60, 9.01, -3.11, 1.91, 1.97, 8.43, repro,
2006-09-24,-1.72, 7.12, 5.02, 1.87, 1.97, 8.23, repro,
2006-09-25,-2.54, 8.71, -3.24, 1.86, 1.92, 8.23, repro,
2006-09-26,-3.91, 7.06, -0.92, 2.11, 2.2, 9.4, repro,
2006-09-27,-3.79, 8.44, 2.08, 2, 2.09, 8.93, repro,
2006-09-28,-2.69, 7.20, 3.04, 1.7, 1.79, 7.54, repro,
2006-09-29,-1.81, 8.70, 2.82, 1.7, 1.79, 7.39, repro,
2006-09-30,-2.12, 6.67, 1.62, 1.68, 1.75, 7.29, repro,
2006-10-01,-2.21, 9.00, -0.50, 1.68, 1.74, 7.36, repro,
2006-10-02,-4.36, 8.24, 0.44, 1.71, 1.79, 7.45, repro,
2006-10-03,-4.16, 7.39, -5.78, 1.76, 1.9, 7.72, repro,
2006-10-04,-4.36, 8.45, -7.65, 1.72, 1.81, 7.64, repro,
2006-10-05,-6.08, 7.65, -8.90, 1.8, 1.83, 7.83, repro,
2006-10-06,-4.26, 8.20, -8.83, 1.84, 1.93, 8.13, repro,
2006-10-07,1.63, 5.88, -16.76, 1.9, 1.98, 8.24, repro,
2006-10-08,-4.75, 7.82, -3.61, 1.58, 1.6, 6.33, repro,
2006-10-09,-4.01, 7.38, -1.85, 1.6, 1.6, 6.39, repro,
2006-10-10,-2.32, 7.99, 0.23, 1.54, 1.61, 6.62, repro,
2006-10-11,-2.20, 6.24, 5.28, 1.48, 1.54, 6.29, repro,
2006-10-12,-2.81, 9.60, 13.22, 1.72, 1.72, 7.49, repro,
2006-10-13,-3.70, 7.94, 1.10, 1.45, 1.51, 6.2, repro,
2006-10-14,-4.95, 6.03, 5.18, 1.76, 1.8, 7.55, repro,
2006-10-15,-2.44, 6.65, -0.20, 1.64, 1.68, 6.86, repro,
2006-10-16,-3.23, 6.93, -0.37, 1.66, 1.8, 7.17, repro,
2006-10-17,-2.77, 5.30, 0.10, 1.57, 1.65, 6.62, repro,
2006-10-18,-4.02, 6.36, 0.66, 1.75, 1.82, 7.53, repro,
2006-10-19,-2.58, 6.44, 1.32, 1.62, 1.69, 6.91, repro,
2006-10-20,-1.95, 6.09, 4.76, 1.67, 1.75, 7.01, repro,
2006-10-21,-3.16, 7.00, 2.19, 1.78, 1.86, 7.78, repro,
2006-10-22,-2.48, 6.61, 5.80, 1.77, 1.82, 7.49, repro,
2006-10-23,-3.63, 8.38, 3.74, 1.72, 1.77, 7.39, repro,
2006-10-24,-4.76, 8.46, -1.58, 1.59, 1.68, 6.77, repro,
2006-10-25,-3.78, 7.88, -2.68, 1.52, 1.54, 6.43, repro,
2006-10-26,-4.61, 7.78, -1.93, 1.61, 1.62, 6.83, repro,
2006-10-27,-3.16, 6.34, -0.78, 1.64, 1.68, 7.02, repro,
2006-10-28,-6.19, 9.75, -3.69, 1.82, 1.85, 7.98, repro,
2006-10-29,-4.76, 9.40, 2.75, 1.23, 1.25, 5.01, repro,
2006-10-30,-4.60, 8.02, 0.38, 1.48, 1.53, 6.21, repro,
2006-10-31,-3.76, 6.96, -6.00, 1.55, 1.6, 6.68, repro,
2006-11-01,-5.23, 7.46, -4.88, 1.64, 1.7, 7.12, repro,
2006-11-02,-4.31, 6.99, -14.46, 2.32, 2.31, 10.15, repro,
2006-11-03,-5.77, 6.80, -4.33, 1.66, 1.7, 7.09, repro,
2006-11-04,-3.39, 8.16, -8.79, 1.56, 1.6, 6.67, repro,
2006-11-05,-3.17, 5.18, -8.52, 1.69, 1.72, 7.19, repro,
2006-11-06,-3.00, 8.13, -3.54, 1.61, 1.63, 6.79, repro,
2006-11-07,-2.56, 9.32, -1.74, 2.27, 2.39, 10.03, repro,
2006-11-08,-2.50, 7.53, -0.50, 1.77, 1.78, 7.58, repro,
